candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
path_ridge_empirical_forward25_urgent_cap2,AMD,181,0,2,0.11594202898550725,21
path_ridge_empirical_forward25_urgent_cap2,KGS,182,0,2,0.11594202898550725,21
path_ridge_empirical_forward25_urgent_cap2,KZT,180,0,2,0.12318840579710146,19
path_ridge_empirical_forward25_urgent_cap2,TJS,179,0,2,0.12318840579710146,28
path_ridge_empirical_forward25_urgent_cap2,UZS,178,0,2,0.10869565217391304,28
cny_hist50_urgent_cap2,AMD,179,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KGS,180,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KZT,182,0,2,0.09420289855072464,14
cny_hist50_urgent_cap2,TJS,184,0,2,0.10144927536231885,15
cny_hist50_urgent_cap2,UZS,183,0,2,0.10869565217391304,15
cny50_hazard_hist_h5_urgent_cap2,AMD,182,0,2,0.08695652173913043,14
cny50_hazard_hist_h5_urgent_cap2,KGS,180,0,2,0.10144927536231885,14
cny50_hazard_hist_h5_urgent_cap2,KZT,178,0,2,0.11594202898550725,15
cny50_hazard_hist_h5_urgent_cap2,TJS,182,0,2,0.10144927536231885,16
cny50_hazard_hist_h5_urgent_cap2,UZS,181,0,2,0.10144927536231885,14
equal_rolling365_h5_urgent_cap2,AMD,175,0,2,0.10869565217391304,18
equal_rolling365_h5_urgent_cap2,KGS,172,0,2,0.11594202898550725,18
equal_rolling365_h5_urgent_cap2,KZT,174,0,2,0.15217391304347827,18
equal_rolling365_h5_urgent_cap2,TJS,177,0,2,0.10869565217391304,28
equal_rolling365_h5_urgent_cap2,UZS,170,0,2,0.13043478260869565,18
ap4_w25_stack_local_residual_urgent_cap2,AMD,183,0,2,0.09420289855072464,14
ap4_w25_stack_local_residual_urgent_cap2,KGS,178,0,2,0.10144927536231885,14
ap4_w25_stack_local_residual_urgent_cap2,KZT,176,0,2,0.10869565217391304,15
ap4_w25_stack_local_residual_urgent_cap2,TJS,181,0,2,0.10869565217391304,16
ap4_w25_stack_local_residual_urgent_cap2,UZS,182,0,2,0.08695652173913043,14
path_global64_h5_urgent_cap2,AMD,173,0,2,0.11594202898550725,17
path_global64_h5_urgent_cap2,KGS,174,0,2,0.13043478260869565,21
path_global64_h5_urgent_cap2,KZT,180,0,2,0.10144927536231885,17
path_global64_h5_urgent_cap2,TJS,178,0,2,0.10869565217391304,16
path_global64_h5_urgent_cap2,UZS,170,0,2,0.13768115942028986,24
path_global64_mean_urgent_cap2,AMD,178,0,2,0.10869565217391304,21
path_global64_mean_urgent_cap2,KGS,171,0,2,0.12318840579710146,21
path_global64_mean_urgent_cap2,KZT,182,0,2,0.10144927536231885,17
path_global64_mean_urgent_cap2,TJS,183,0,2,0.09420289855072464,16
path_global64_mean_urgent_cap2,UZS,178,0,2,0.09420289855072464,14
path_global64_forward25_urgent_cap2,AMD,176,0,2,0.11594202898550725,21
path_global64_forward25_urgent_cap2,KGS,173,0,2,0.11594202898550725,21
path_global64_forward25_urgent_cap2,KZT,174,0,2,0.11594202898550725,20
path_global64_forward25_urgent_cap2,TJS,178,0,2,0.09420289855072464,18
path_global64_forward25_urgent_cap2,UZS,174,0,2,0.11594202898550725,20
path_global64_symmetric25_urgent_cap2,AMD,183,0,2,0.07971014492753623,17
path_global64_symmetric25_urgent_cap2,KGS,181,0,2,0.08695652173913043,16
path_global64_symmetric25_urgent_cap2,KZT,175,0,2,0.13043478260869565,17
path_global64_symmetric25_urgent_cap2,TJS,186,0,2,0.06521739130434782,18
path_global64_symmetric25_urgent_cap2,UZS,178,0,2,0.07246376811594203,15
cny50_path_global64_urgent_cap2,AMD,178,0,2,0.10144927536231885,15
cny50_path_global64_urgent_cap2,KGS,182,0,2,0.07246376811594203,14
cny50_path_global64_urgent_cap2,KZT,182,0,2,0.10144927536231885,17
cny50_path_global64_urgent_cap2,TJS,181,0,2,0.08695652173913043,20
cny50_path_global64_urgent_cap2,UZS,182,0,2,0.07246376811594203,14
ap4_w25_path_global64_urgent_cap2,AMD,177,0,2,0.11594202898550725,14
ap4_w25_path_global64_urgent_cap2,KGS,176,0,2,0.10144927536231885,14
ap4_w25_path_global64_urgent_cap2,KZT,179,0,2,0.09420289855072464,14
ap4_w25_path_global64_urgent_cap2,TJS,186,0,2,0.08695652173913043,14
ap4_w25_path_global64_urgent_cap2,UZS,185,0,2,0.08695652173913043,14
path_global128_h5_urgent_cap2,AMD,170,0,2,0.13768115942028986,21
path_global128_h5_urgent_cap2,KGS,169,0,2,0.13768115942028986,23
path_global128_h5_urgent_cap2,KZT,174,0,2,0.14492753623188406,18
path_global128_h5_urgent_cap2,TJS,177,0,2,0.11594202898550725,17
path_global128_h5_urgent_cap2,UZS,172,0,2,0.12318840579710146,22
path_global128_mean_urgent_cap2,AMD,172,0,2,0.12318840579710146,21
path_global128_mean_urgent_cap2,KGS,174,0,2,0.12318840579710146,21
path_global128_mean_urgent_cap2,KZT,181,0,2,0.10144927536231885,18
