candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
margin_ridge_local_mean_urgent_cap2,AMD,179,0,2,0.11594202898550725,16
margin_ridge_local_mean_urgent_cap2,KGS,176,0,2,0.12318840579710146,18
margin_ridge_local_mean_urgent_cap2,KZT,175,0,2,0.12318840579710146,24
margin_ridge_local_mean_urgent_cap2,TJS,180,0,2,0.10869565217391304,17
margin_ridge_local_mean_urgent_cap2,UZS,177,0,2,0.10144927536231885,17
known_next_not_lower_cd3,AMD,193,0,2,0.036231884057971016,13
known_next_not_lower_cd3,KGS,188,0,2,0.057971014492753624,18
known_next_not_lower_cd3,KZT,193,0,2,0.028985507246376812,18
known_next_not_lower_cd3,TJS,197,0,2,0.050724637681159424,17
known_next_not_lower_cd3,UZS,186,0,2,0.050724637681159424,17
hist_h5_urgent_cap2,AMD,184,0,2,0.07246376811594203,16
hist_h5_urgent_cap2,KGS,181,0,2,0.10869565217391304,18
hist_h5_urgent_cap2,KZT,181,0,2,0.06521739130434782,18
hist_h5_urgent_cap2,TJS,181,0,2,0.08695652173913043,16
hist_h5_urgent_cap2,UZS,181,0,2,0.08695652173913043,16
hist_mean_urgent_cap2,AMD,185,0,2,0.07971014492753623,16
hist_mean_urgent_cap2,KGS,182,0,2,0.10869565217391304,18
hist_mean_urgent_cap2,KZT,180,0,2,0.06521739130434782,18
hist_mean_urgent_cap2,TJS,180,0,2,0.08695652173913043,16
hist_mean_urgent_cap2,UZS,181,0,2,0.08695652173913043,16
recent_hist_h5_urgent_cap2,AMD,183,0,2,0.08695652173913043,16
recent_hist_h5_urgent_cap2,KGS,182,0,2,0.10869565217391304,18
recent_hist_h5_urgent_cap2,KZT,177,0,2,0.07971014492753623,18
recent_hist_h5_urgent_cap2,TJS,181,0,2,0.10144927536231885,16
recent_hist_h5_urgent_cap2,UZS,180,0,2,0.08695652173913043,17
recent_hist_mean_urgent_cap2,AMD,179,0,2,0.07971014492753623,14
recent_hist_mean_urgent_cap2,KGS,180,0,2,0.11594202898550725,18
recent_hist_mean_urgent_cap2,KZT,177,0,2,0.07971014492753623,18
recent_hist_mean_urgent_cap2,TJS,181,0,2,0.07971014492753623,16
recent_hist_mean_urgent_cap2,UZS,178,0,2,0.07971014492753623,16
logit_h5_urgent_cap2,AMD,186,0,2,0.09420289855072464,18
logit_h5_urgent_cap2,KGS,177,0,2,0.10869565217391304,18
logit_h5_urgent_cap2,KZT,189,0,2,0.057971014492753624,24
logit_h5_urgent_cap2,TJS,180,0,2,0.09420289855072464,18
logit_h5_urgent_cap2,UZS,177,0,2,0.09420289855072464,17
logit_mean_urgent_cap2,AMD,181,0,2,0.10144927536231885,18
logit_mean_urgent_cap2,KGS,173,0,2,0.12318840579710146,18
logit_mean_urgent_cap2,KZT,184,0,2,0.07246376811594203,24
logit_mean_urgent_cap2,TJS,180,0,2,0.10144927536231885,18
logit_mean_urgent_cap2,UZS,178,0,2,0.09420289855072464,17
local_logit_h5_urgent_cap2,AMD,184,0,2,0.07971014492753623,18
local_logit_h5_urgent_cap2,KGS,180,0,2,0.09420289855072464,18
local_logit_h5_urgent_cap2,KZT,177,0,2,0.07971014492753623,24
local_logit_h5_urgent_cap2,TJS,180,0,2,0.07246376811594203,18
local_logit_h5_urgent_cap2,UZS,177,0,2,0.10144927536231885,17
local_logit_mean_urgent_cap2,AMD,180,0,2,0.10144927536231885,18
local_logit_mean_urgent_cap2,KGS,177,0,2,0.10144927536231885,18
local_logit_mean_urgent_cap2,KZT,178,0,2,0.07246376811594203,24
local_logit_mean_urgent_cap2,TJS,178,0,2,0.08695652173913043,18
local_logit_mean_urgent_cap2,UZS,178,0,2,0.07971014492753623,17
hazard_hist_h5_urgent_cap2,AMD,181,0,2,0.07971014492753623,16
hazard_hist_h5_urgent_cap2,KGS,178,0,2,0.10869565217391304,18
hazard_hist_h5_urgent_cap2,KZT,175,0,2,0.06521739130434782,18
hazard_hist_h5_urgent_cap2,TJS,177,0,2,0.09420289855072464,17
hazard_hist_h5_urgent_cap2,UZS,178,0,2,0.08695652173913043,16
hazard_hist_mean_urgent_cap2,AMD,181,0,2,0.07971014492753623,16
hazard_hist_mean_urgent_cap2,KGS,178,0,2,0.10869565217391304,18
hazard_hist_mean_urgent_cap2,KZT,176,0,2,0.06521739130434782,18
hazard_hist_mean_urgent_cap2,TJS,176,0,2,0.10144927536231885,17
hazard_hist_mean_urgent_cap2,UZS,178,0,2,0.07971014492753623,16
hazard_logit_h5_urgent_cap2,AMD,180,0,2,0.08695652173913043,18
hazard_logit_h5_urgent_cap2,KGS,174,0,2,0.10869565217391304,18
hazard_logit_h5_urgent_cap2,KZT,189,0,2,0.057971014492753624,24
hazard_logit_h5_urgent_cap2,TJS,176,0,2,0.10144927536231885,18
hazard_logit_h5_urgent_cap2,UZS,176,0,2,0.08695652173913043,17
hazard_logit_mean_urgent_cap2,AMD,180,0,2,0.08695652173913043,18
hazard_logit_mean_urgent_cap2,KGS,174,0,2,0.10869565217391304,18
hazard_logit_mean_urgent_cap2,KZT,189,0,2,0.057971014492753624,24
hazard_logit_mean_urgent_cap2,TJS,176,0,2,0.10144927536231885,18
hazard_logit_mean_urgent_cap2,UZS,176,0,2,0.08695652173913043,17
margin_q25_h5_urgent_cap2,AMD,187,0,2,0.06521739130434782,13
margin_q25_h5_urgent_cap2,KGS,178,0,2,0.11594202898550725,18
margin_q25_h5_urgent_cap2,KZT,182,0,2,0.057971014492753624,18
margin_q25_h5_urgent_cap2,TJS,180,0,2,0.08695652173913043,16
margin_q25_h5_urgent_cap2,UZS,172,0,2,0.12318840579710146,17
margin_q25_mean_urgent_cap2,AMD,185,0,2,0.07971014492753623,17
margin_q25_mean_urgent_cap2,KGS,178,0,2,0.11594202898550725,18
margin_q25_mean_urgent_cap2,KZT,177,0,2,0.08695652173913043,18
margin_q25_mean_urgent_cap2,TJS,181,0,2,0.07971014492753623,16
margin_q25_mean_urgent_cap2,UZS,180,0,2,0.08695652173913043,17
margin_ridge_local_h5_urgent_cap2,AMD,182,0,2,0.11594202898550725,16
margin_ridge_local_h5_urgent_cap2,KGS,182,0,2,0.10144927536231885,18
margin_ridge_local_h5_urgent_cap2,KZT,178,0,2,0.09420289855072464,24
