candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
roll75local25_ap1850cat50_dual_pace_month24_cap2,AMD,139,0,2,0.34782608695652173,37
roll75local25_ap1850cat50_dual_pace_month24_cap2,KGS,135,0,2,0.34782608695652173,28
roll75local25_ap1850cat50_dual_pace_month24_cap2,KZT,145,0,2,0.30434782608695654,29
roll75local25_ap1850cat50_dual_pace_month24_cap2,TJS,141,0,2,0.32608695652173914,37
roll75local25_ap1850cat50_dual_pace_month24_cap2,UZS,139,0,2,0.34782608695652173,43
known_next_not_lower_cd3,AMD,193,0,2,0.036231884057971016,13
known_next_not_lower_cd3,KGS,188,0,2,0.057971014492753624,18
known_next_not_lower_cd3,KZT,193,0,2,0.028985507246376812,18
known_next_not_lower_cd3,TJS,197,0,2,0.050724637681159424,17
known_next_not_lower_cd3,UZS,186,0,2,0.050724637681159424,17
roll_ap18_dual_pace_month24_cap2,AMD,141,0,2,0.34057971014492755,37
roll_ap18_dual_pace_month24_cap2,KGS,139,0,2,0.3333333333333333,37
roll_ap18_dual_pace_month24_cap2,KZT,138,0,2,0.32608695652173914,41
roll_ap18_dual_pace_month24_cap2,TJS,142,0,2,0.3333333333333333,37
roll_ap18_dual_pace_month24_cap2,UZS,139,0,2,0.34057971014492755,43
roll_cat_dual_pace_month24_cap2,AMD,141,0,2,0.3333333333333333,37
roll_cat_dual_pace_month24_cap2,KGS,137,0,2,0.34782608695652173,31
roll_cat_dual_pace_month24_cap2,KZT,143,0,2,0.30434782608695654,39
roll_cat_dual_pace_month24_cap2,TJS,140,0,2,0.32608695652173914,30
roll_cat_dual_pace_month24_cap2,UZS,138,0,2,0.34782608695652173,43
roll_ap12_dual_pace_month24_cap2,AMD,141,0,2,0.34057971014492755,37
roll_ap12_dual_pace_month24_cap2,KGS,139,0,2,0.34782608695652173,37
roll_ap12_dual_pace_month24_cap2,KZT,137,0,2,0.32608695652173914,41
roll_ap12_dual_pace_month24_cap2,TJS,142,0,2,0.34057971014492755,37
roll_ap12_dual_pace_month24_cap2,UZS,140,0,2,0.3333333333333333,43
local_ap18_dual_pace_month24_cap2,AMD,141,0,2,0.34057971014492755,37
local_ap18_dual_pace_month24_cap2,KGS,134,0,2,0.34782608695652173,37
local_ap18_dual_pace_month24_cap2,KZT,148,0,2,0.30434782608695654,41
local_ap18_dual_pace_month24_cap2,TJS,137,0,2,0.32608695652173914,37
local_ap18_dual_pace_month24_cap2,UZS,139,0,2,0.34057971014492755,43
local_cat_dual_pace_month24_cap2,AMD,139,0,2,0.34782608695652173,37
local_cat_dual_pace_month24_cap2,KGS,132,0,2,0.36231884057971014,23
local_cat_dual_pace_month24_cap2,KZT,151,0,2,0.2826086956521739,27
local_cat_dual_pace_month24_cap2,TJS,134,0,2,0.34057971014492755,37
local_cat_dual_pace_month24_cap2,UZS,134,0,2,0.3695652173913043,43
