candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
t1930_cny_urgent_cap2,AMD,181,0,2,0.09420289855072464,14
t1930_cny_urgent_cap2,KGS,181,0,2,0.09420289855072464,14
t1930_cny_urgent_cap2,KZT,181,0,2,0.09420289855072464,14
t1930_cny_urgent_cap2,TJS,181,0,2,0.09420289855072464,14
t1930_cny_urgent_cap2,UZS,181,0,2,0.09420289855072464,14
cny_hist50_urgent_cap2,AMD,179,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KGS,180,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KZT,182,0,2,0.09420289855072464,14
cny_hist50_urgent_cap2,TJS,184,0,2,0.10144927536231885,15
cny_hist50_urgent_cap2,UZS,183,0,2,0.10869565217391304,15
t1810_cny_urgent_cap2,AMD,186,0,2,0.057971014492753624,14
t1810_cny_urgent_cap2,KGS,186,0,2,0.057971014492753624,14
t1810_cny_urgent_cap2,KZT,186,0,2,0.057971014492753624,14
t1810_cny_urgent_cap2,TJS,186,0,2,0.057971014492753624,14
t1810_cny_urgent_cap2,UZS,186,0,2,0.057971014492753624,14
t1810_cny_hist50_urgent_cap2,AMD,180,0,2,0.07971014492753623,15
t1810_cny_hist50_urgent_cap2,KGS,184,0,2,0.07246376811594203,14
t1810_cny_hist50_urgent_cap2,KZT,184,0,2,0.08695652173913043,15
t1810_cny_hist50_urgent_cap2,TJS,184,0,2,0.07246376811594203,14
t1810_cny_hist50_urgent_cap2,UZS,183,0,2,0.08695652173913043,14
t1810_cny_hazard50_urgent_cap2,AMD,178,0,2,0.07246376811594203,14
t1810_cny_hazard50_urgent_cap2,KGS,178,0,2,0.09420289855072464,14
t1810_cny_hazard50_urgent_cap2,KZT,184,0,2,0.10144927536231885,14
t1810_cny_hazard50_urgent_cap2,TJS,183,0,2,0.07971014492753623,14
t1810_cny_hazard50_urgent_cap2,UZS,175,0,2,0.08695652173913043,14
t1830_cny_urgent_cap2,AMD,187,0,2,0.07246376811594203,14
t1830_cny_urgent_cap2,KGS,187,0,2,0.07246376811594203,14
t1830_cny_urgent_cap2,KZT,187,0,2,0.07246376811594203,14
t1830_cny_urgent_cap2,TJS,187,0,2,0.07246376811594203,14
t1830_cny_urgent_cap2,UZS,187,0,2,0.07246376811594203,14
t1830_cny_hist50_urgent_cap2,AMD,179,0,2,0.11594202898550725,14
t1830_cny_hist50_urgent_cap2,KGS,180,0,2,0.11594202898550725,14
t1830_cny_hist50_urgent_cap2,KZT,182,0,2,0.09420289855072464,14
t1830_cny_hist50_urgent_cap2,TJS,184,0,2,0.10144927536231885,15
t1830_cny_hist50_urgent_cap2,UZS,183,0,2,0.10869565217391304,15
t1830_cny_hazard50_urgent_cap2,AMD,182,0,2,0.08695652173913043,14
t1830_cny_hazard50_urgent_cap2,KGS,180,0,2,0.10144927536231885,14
t1830_cny_hazard50_urgent_cap2,KZT,178,0,2,0.11594202898550725,15
t1830_cny_hazard50_urgent_cap2,TJS,182,0,2,0.10144927536231885,16
t1830_cny_hazard50_urgent_cap2,UZS,181,0,2,0.10144927536231885,14
t1850_cny_urgent_cap2,AMD,192,0,2,0.057971014492753624,14
t1850_cny_urgent_cap2,KGS,192,0,2,0.057971014492753624,14
t1850_cny_urgent_cap2,KZT,192,0,2,0.057971014492753624,14
