currency,date,decision_at,current_index,announced_index,effective_date,announced_effective_date,current_price,announced_price,source_max_received_at,availability_evidence
TJS,2022-08-09,2022-08-09T18:30:00+03:00,3108,3109,2022-08-09,2022-08-10,5.87879,5.8853,2022-08-09T18:00:00+03:00,calendar_assumed
UZS,2022-08-09,2022-08-09T18:30:00+03:00,3108,3109,2022-08-09,2022-08-10,0.00554073,0.00555212,2022-08-09T18:00:00+03:00,calendar_assumed
AMD,2022-08-10,2022-08-10T18:30:00+03:00,3109,3110,2022-08-10,2022-08-11,0.14862,0.148983,2022-08-10T18:00:00+03:00,calendar_assumed
KGS,2022-08-10,2022-08-10T18:30:00+03:00,3109,3110,2022-08-10,2022-08-11,0.728987,0.7351819999999999,2022-08-10T18:00:00+03:00,calendar_assumed
KZT,2022-08-10,2022-08-10T18:30:00+03:00,3110,3111,2022-08-10,2022-08-11,0.126687,0.12637,2022-08-10T18:00:00+03:00,calendar_assumed
TJS,2022-08-10,2022-08-10T18:30:00+03:00,3109,3110,2022-08-10,2022-08-11,5.8853,5.892390000000001,2022-08-10T18:00:00+03:00,calendar_assumed
UZS,2022-08-10,2022-08-10T18:30:00+03:00,3109,3110,2022-08-10,2022-08-11,0.00555212,0.0055563,2022-08-10T18:00:00+03:00,calendar_assumed
AMD,2022-08-11,2022-08-11T18:30:00+03:00,3110,3111,2022-08-11,2022-08-12,0.148983,0.149284,2022-08-11T18:00:00+03:00,calendar_assumed
KGS,2022-08-11,2022-08-11T18:30:00+03:00,3110,3111,2022-08-11,2022-08-12,0.7351819999999999,0.736972,2022-08-11T18:00:00+03:00,calendar_assumed
KZT,2022-08-11,2022-08-11T18:30:00+03:00,3111,3112,2022-08-11,2022-08-12,0.12637,0.126823,2022-08-11T18:00:00+03:00,calendar_assumed
TJS,2022-08-11,2022-08-11T18:30:00+03:00,3110,3111,2022-08-11,2022-08-12,5.892390000000001,5.909409999999999,2022-08-11T18:00:00+03:00,calendar_assumed
UZS,2022-08-11,2022-08-11T18:30:00+03:00,3110,3111,2022-08-11,2022-08-12,0.0055563,0.00555955,2022-08-11T18:00:00+03:00,calendar_assumed
AMD,2022-08-12,2022-08-12T18:30:00+03:00,3111,3112,2022-08-12,2022-08-13,0.149284,0.150032,2022-08-12T18:00:00+03:00,calendar_assumed
KGS,2022-08-12,2022-08-12T18:30:00+03:00,3111,3112,2022-08-12,2022-08-13,0.736972,0.7426349999999999,2022-08-12T18:00:00+03:00,calendar_assumed
KZT,2022-08-12,2022-08-12T18:30:00+03:00,3112,3113,2022-08-12,2022-08-13,0.126823,0.127492,2022-08-12T18:00:00+03:00,calendar_assumed
TJS,2022-08-12,2022-08-12T18:30:00+03:00,3111,3112,2022-08-12,2022-08-13,5.909409999999999,5.93618,2022-08-12T18:00:00+03:00,calendar_assumed
UZS,2022-08-12,2022-08-12T18:30:00+03:00,3111,3112,2022-08-12,2022-08-13,0.00555955,0.00557582,2022-08-12T18:00:00+03:00,calendar_assumed
AMD,2022-08-15,2022-08-15T18:30:00+03:00,3112,3113,2022-08-13,2022-08-16,0.150032,0.15109899999999998,2022-08-15T18:00:00+03:00,calendar_assumed
KGS,2022-08-15,2022-08-15T18:30:00+03:00,3112,3113,2022-08-13,2022-08-16,0.7426349999999999,0.745065,2022-08-15T18:00:00+03:00,calendar_assumed
KZT,2022-08-15,2022-08-15T18:30:00+03:00,3113,3114,2022-08-13,2022-08-16,0.127492,0.128936,2022-08-15T18:00:00+03:00,calendar_assumed
TJS,2022-08-15,2022-08-15T18:30:00+03:00,3112,3113,2022-08-13,2022-08-16,5.93618,5.98375,2022-08-15T18:00:00+03:00,calendar_assumed
UZS,2022-08-15,2022-08-15T18:30:00+03:00,3112,3113,2022-08-13,2022-08-16,0.00557582,0.00562502,2022-08-15T18:00:00+03:00,calendar_assumed
AMD,2022-08-16,2022-08-16T18:30:00+03:00,3113,3114,2022-08-16,2022-08-17,0.15109899999999998,0.151259,2022-08-16T18:00:00+03:00,calendar_assumed
KGS,2022-08-16,2022-08-16T18:30:00+03:00,3113,3114,2022-08-16,2022-08-17,0.745065,0.756382,2022-08-16T18:00:00+03:00,calendar_assumed
KZT,2022-08-16,2022-08-16T18:30:00+03:00,3114,3115,2022-08-16,2022-08-17,0.128936,0.128995,2022-08-16T18:00:00+03:00,calendar_assumed
TJS,2022-08-16,2022-08-16T18:30:00+03:00,3113,3114,2022-08-16,2022-08-17,5.98375,5.98734,2022-08-16T18:00:00+03:00,calendar_assumed
UZS,2022-08-16,2022-08-16T18:30:00+03:00,3113,3114,2022-08-16,2022-08-17,0.00562502,0.00561616,2022-08-16T18:00:00+03:00,calendar_assumed
AMD,2022-08-17,2022-08-17T18:30:00+03:00,3114,3115,2022-08-17,2022-08-18,0.151259,0.14965799999999999,2022-08-17T18:00:00+03:00,calendar_assumed
KGS,2022-08-17,2022-08-17T18:30:00+03:00,3114,3115,2022-08-17,2022-08-18,0.756382,0.750237,2022-08-17T18:00:00+03:00,calendar_assumed
KZT,2022-08-17,2022-08-17T18:30:00+03:00,3115,3116,2022-08-17,2022-08-18,0.128995,0.127482,2022-08-17T18:00:00+03:00,calendar_assumed
TJS,2022-08-17,2022-08-17T18:30:00+03:00,3114,3115,2022-08-17,2022-08-18,5.98734,5.92225,2022-08-17T18:00:00+03:00,calendar_assumed
UZS,2022-08-17,2022-08-17T18:30:00+03:00,3114,3115,2022-08-17,2022-08-18,0.00561616,0.0055383,2022-08-17T18:00:00+03:00,calendar_assumed
AMD,2022-08-18,2022-08-18T18:30:00+03:00,3115,3116,2022-08-18,2022-08-19,0.14965799999999999,0.147754,2022-08-18T18:00:00+03:00,calendar_assumed
KGS,2022-08-18,2022-08-18T18:30:00+03:00,3115,3116,2022-08-18,2022-08-19,0.750237,0.738375,2022-08-18T18:00:00+03:00,calendar_assumed
KZT,2022-08-18,2022-08-18T18:30:00+03:00,3116,3117,2022-08-18,2022-08-19,0.127482,0.125907,2022-08-18T18:00:00+03:00,calendar_assumed
TJS,2022-08-18,2022-08-18T18:30:00+03:00,3115,3116,2022-08-18,2022-08-19,5.92225,5.84462,2022-08-18T18:00:00+03:00,calendar_assumed
UZS,2022-08-18,2022-08-18T18:30:00+03:00,3115,3116,2022-08-18,2022-08-19,0.0055383,0.00547787,2022-08-18T18:00:00+03:00,calendar_assumed
AMD,2022-08-19,2022-08-19T18:30:00+03:00,3116,3117,2022-08-19,2022-08-20,0.147754,0.145951,2022-08-19T18:00:00+03:00,calendar_assumed
KGS,2022-08-19,2022-08-19T18:30:00+03:00,3116,3117,2022-08-19,2022-08-20,0.738375,0.730206,2022-08-19T18:00:00+03:00,calendar_assumed
KZT,2022-08-19,2022-08-19T18:30:00+03:00,3117,3118,2022-08-19,2022-08-20,0.125907,0.124243,2022-08-19T18:00:00+03:00,calendar_assumed
TJS,2022-08-19,2022-08-19T18:30:00+03:00,3116,3117,2022-08-19,2022-08-20,5.84462,5.76645,2022-08-19T18:00:00+03:00,calendar_assumed
UZS,2022-08-19,2022-08-19T18:30:00+03:00,3116,3117,2022-08-19,2022-08-20,0.00547787,0.005407609999999999,2022-08-19T18:00:00+03:00,calendar_assumed
AMD,2022-08-22,2022-08-22T18:30:00+03:00,3117,3118,2022-08-20,2022-08-23,0.145951,0.147344,2022-08-22T18:00:00+03:00,calendar_assumed
KGS,2022-08-22,2022-08-22T18:30:00+03:00,3117,3118,2022-08-20,2022-08-23,0.730206,0.739838,2022-08-22T18:00:00+03:00,calendar_assumed
KZT,2022-08-22,2022-08-22T18:30:00+03:00,3118,3119,2022-08-20,2022-08-23,0.124243,0.125395,2022-08-22T18:00:00+03:00,calendar_assumed
TJS,2022-08-22,2022-08-22T18:30:00+03:00,3117,3118,2022-08-20,2022-08-23,5.76645,5.82694,2022-08-22T18:00:00+03:00,calendar_assumed
UZS,2022-08-22,2022-08-22T18:30:00+03:00,3117,3118,2022-08-20,2022-08-23,0.005407609999999999,0.00547236,2022-08-22T18:00:00+03:00,calendar_assumed
AMD,2022-08-23,2022-08-23T18:30:00+03:00,3118,3119,2022-08-23,2022-08-24,0.147344,0.147918,2022-08-23T18:00:00+03:00,calendar_assumed
KGS,2022-08-23,2022-08-23T18:30:00+03:00,3118,3119,2022-08-23,2022-08-24,0.739838,0.745638,2022-08-23T18:00:00+03:00,calendar_assumed
KZT,2022-08-23,2022-08-23T18:30:00+03:00,3119,3120,2022-08-23,2022-08-24,0.125395,0.126366,2022-08-23T18:00:00+03:00,calendar_assumed
TJS,2022-08-23,2022-08-23T18:30:00+03:00,3118,3119,2022-08-23,2022-08-24,5.82694,5.842969999999999,2022-08-23T18:00:00+03:00,calendar_assumed
UZS,2022-08-23,2022-08-23T18:30:00+03:00,3118,3119,2022-08-23,2022-08-24,0.00547236,0.00549469,2022-08-23T18:00:00+03:00,calendar_assumed
AMD,2022-08-24,2022-08-24T18:30:00+03:00,3119,3120,2022-08-24,2022-08-25,0.147918,0.148189,2022-08-24T18:00:00+03:00,calendar_assumed
KGS,2022-08-24,2022-08-24T18:30:00+03:00,3119,3120,2022-08-24,2022-08-25,0.745638,0.747222,2022-08-24T18:00:00+03:00,calendar_assumed
KZT,2022-08-24,2022-08-24T18:30:00+03:00,3120,3121,2022-08-24,2022-08-25,0.126366,0.127532,2022-08-24T18:00:00+03:00,calendar_assumed
TJS,2022-08-24,2022-08-24T18:30:00+03:00,3119,3120,2022-08-24,2022-08-25,5.842969999999999,5.85283,2022-08-24T18:00:00+03:00,calendar_assumed
UZS,2022-08-24,2022-08-24T18:30:00+03:00,3119,3120,2022-08-24,2022-08-25,0.00549469,0.00551026,2022-08-24T18:00:00+03:00,calendar_assumed
AMD,2022-08-25,2022-08-25T18:30:00+03:00,3120,3121,2022-08-25,2022-08-26,0.148189,0.14760199999999998,2022-08-25T18:00:00+03:00,calendar_assumed
KGS,2022-08-25,2022-08-25T18:30:00+03:00,3120,3121,2022-08-25,2022-08-26,0.747222,0.743582,2022-08-25T18:00:00+03:00,calendar_assumed
KZT,2022-08-25,2022-08-25T18:30:00+03:00,3121,3122,2022-08-25,2022-08-26,0.127532,0.129378,2022-08-25T18:00:00+03:00,calendar_assumed
TJS,2022-08-25,2022-08-25T18:30:00+03:00,3120,3121,2022-08-25,2022-08-26,5.85283,5.8312100000000004,2022-08-25T18:00:00+03:00,calendar_assumed
UZS,2022-08-25,2022-08-25T18:30:00+03:00,3120,3121,2022-08-25,2022-08-26,0.00551026,0.00548209,2022-08-25T18:00:00+03:00,calendar_assumed
AMD,2022-08-26,2022-08-26T18:30:00+03:00,3121,3122,2022-08-26,2022-08-27,0.14760199999999998,0.14844200000000002,2022-08-26T18:00:00+03:00,calendar_assumed
KGS,2022-08-26,2022-08-26T18:30:00+03:00,3121,3122,2022-08-26,2022-08-27,0.743582,0.7447889999999999,2022-08-26T18:00:00+03:00,calendar_assumed
KZT,2022-08-26,2022-08-26T18:30:00+03:00,3122,3123,2022-08-26,2022-08-27,0.129378,0.129217,2022-08-26T18:00:00+03:00,calendar_assumed
TJS,2022-08-26,2022-08-26T18:30:00+03:00,3121,3122,2022-08-26,2022-08-27,5.8312100000000004,5.86267,2022-08-26T18:00:00+03:00,calendar_assumed
UZS,2022-08-26,2022-08-26T18:30:00+03:00,3121,3122,2022-08-26,2022-08-27,0.00548209,0.00550516,2022-08-26T18:00:00+03:00,calendar_assumed
AMD,2022-08-29,2022-08-29T18:30:00+03:00,3122,3123,2022-08-27,2022-08-30,0.14844200000000002,0.149002,2022-08-29T18:00:00+03:00,calendar_assumed
KGS,2022-08-29,2022-08-29T18:30:00+03:00,3122,3123,2022-08-27,2022-08-30,0.7447889999999999,0.748,2022-08-29T18:00:00+03:00,calendar_assumed
KZT,2022-08-29,2022-08-29T18:30:00+03:00,3123,3124,2022-08-27,2022-08-30,0.129217,0.128954,2022-08-29T18:00:00+03:00,calendar_assumed
TJS,2022-08-29,2022-08-29T18:30:00+03:00,3122,3123,2022-08-27,2022-08-30,5.86267,5.88913,2022-08-29T18:00:00+03:00,calendar_assumed
UZS,2022-08-29,2022-08-29T18:30:00+03:00,3122,3123,2022-08-27,2022-08-30,0.00550516,0.00552169,2022-08-29T18:00:00+03:00,calendar_assumed
AMD,2022-08-30,2022-08-30T18:30:00+03:00,3123,3124,2022-08-30,2022-08-31,0.149002,0.149141,2022-08-30T18:00:00+03:00,calendar_assumed
KGS,2022-08-30,2022-08-30T18:30:00+03:00,3123,3124,2022-08-30,2022-08-31,0.748,0.74806,2022-08-30T18:00:00+03:00,calendar_assumed
KZT,2022-08-30,2022-08-30T18:30:00+03:00,3124,3125,2022-08-30,2022-08-31,0.128954,0.128963,2022-08-30T18:00:00+03:00,calendar_assumed
TJS,2022-08-30,2022-08-30T18:30:00+03:00,3123,3124,2022-08-30,2022-08-31,5.88913,5.88999,2022-08-30T18:00:00+03:00,calendar_assumed
UZS,2022-08-30,2022-08-30T18:30:00+03:00,3123,3124,2022-08-30,2022-08-31,0.00552169,0.00553799,2022-08-30T18:00:00+03:00,calendar_assumed
AMD,2022-08-31,2022-08-31T18:30:00+03:00,3124,3125,2022-08-31,2022-09-01,0.149141,0.14882199999999998,2022-08-31T18:00:00+03:00,calendar_assumed
KGS,2022-08-31,2022-08-31T18:30:00+03:00,3124,3125,2022-08-31,2022-09-01,0.74806,0.74646,2022-08-31T18:00:00+03:00,calendar_assumed
KZT,2022-08-31,2022-08-31T18:30:00+03:00,3125,3126,2022-08-31,2022-09-01,0.128963,0.128687,2022-08-31T18:00:00+03:00,calendar_assumed
TJS,2022-08-31,2022-08-31T18:30:00+03:00,3124,3125,2022-08-31,2022-09-01,5.88999,5.8774,2022-08-31T18:00:00+03:00,calendar_assumed
UZS,2022-08-31,2022-08-31T18:30:00+03:00,3124,3125,2022-08-31,2022-09-01,0.00553799,0.0055113,2022-08-31T18:00:00+03:00,calendar_assumed
AMD,2022-09-01,2022-09-01T18:30:00+03:00,3125,3126,2022-09-01,2022-09-02,0.14882199999999998,0.148829,2022-09-01T18:00:00+03:00,calendar_assumed
KGS,2022-09-01,2022-09-01T18:30:00+03:00,3125,3126,2022-09-01,2022-09-02,0.74646,0.745669,2022-09-01T18:00:00+03:00,calendar_assumed
KZT,2022-09-01,2022-09-01T18:30:00+03:00,3126,3127,2022-09-01,2022-09-02,0.128687,0.12756399999999998,2022-09-01T18:00:00+03:00,calendar_assumed
TJS,2022-09-01,2022-09-01T18:30:00+03:00,3125,3126,2022-09-01,2022-09-02,5.8774,5.87793,2022-09-01T18:00:00+03:00,calendar_assumed
UZS,2022-09-01,2022-09-01T18:30:00+03:00,3125,3126,2022-09-01,2022-09-02,0.0055113,0.00551116,2022-09-01T18:00:00+03:00,calendar_assumed
AMD,2022-09-02,2022-09-02T18:30:00+03:00,3126,3127,2022-09-02,2022-09-03,0.148829,0.149216,2022-09-02T18:00:00+03:00,calendar_assumed
KGS,2022-09-02,2022-09-02T18:30:00+03:00,3126,3127,2022-09-02,2022-09-03,0.745669,0.746274,2022-09-02T18:00:00+03:00,calendar_assumed
KZT,2022-09-02,2022-09-02T18:30:00+03:00,3127,3128,2022-09-02,2022-09-03,0.12756399999999998,0.12805999999999998,2022-09-02T18:00:00+03:00,calendar_assumed
TJS,2022-09-02,2022-09-02T18:30:00+03:00,3126,3127,2022-09-02,2022-09-03,5.87793,5.89103,2022-09-02T18:00:00+03:00,calendar_assumed
UZS,2022-09-02,2022-09-02T18:30:00+03:00,3126,3127,2022-09-02,2022-09-03,0.00551116,0.00552344,2022-09-02T18:00:00+03:00,calendar_assumed
AMD,2022-09-05,2022-09-05T18:30:00+03:00,3127,3128,2022-09-03,2022-09-06,0.149216,0.150475,2022-09-05T18:00:00+03:00,calendar_assumed
KGS,2022-09-05,2022-09-05T18:30:00+03:00,3127,3128,2022-09-03,2022-09-06,0.746274,0.7521680000000001,2022-09-05T18:00:00+03:00,calendar_assumed
KZT,2022-09-05,2022-09-05T18:30:00+03:00,3128,3129,2022-09-03,2022-09-06,0.12805999999999998,0.128904,2022-09-05T18:00:00+03:00,calendar_assumed
TJS,2022-09-05,2022-09-05T18:30:00+03:00,3127,3128,2022-09-03,2022-09-06,5.89103,5.9443399999999995,2022-09-05T18:00:00+03:00,calendar_assumed
UZS,2022-09-05,2022-09-05T18:30:00+03:00,3127,3128,2022-09-03,2022-09-06,0.00552344,0.00555788,2022-09-05T18:00:00+03:00,calendar_assumed
AMD,2022-09-06,2022-09-06T18:30:00+03:00,3128,3129,2022-09-06,2022-09-07,0.150475,0.15033200000000002,2022-09-06T18:00:00+03:00,calendar_assumed
KGS,2022-09-06,2022-09-06T18:30:00+03:00,3128,3129,2022-09-06,2022-09-07,0.7521680000000001,0.750813,2022-09-06T18:00:00+03:00,calendar_assumed
KZT,2022-09-06,2022-09-06T18:30:00+03:00,3129,3130,2022-09-06,2022-09-07,0.128904,0.128757,2022-09-06T18:00:00+03:00,calendar_assumed
TJS,2022-09-06,2022-09-06T18:30:00+03:00,3128,3129,2022-09-06,2022-09-07,5.9443399999999995,5.93956,2022-09-06T18:00:00+03:00,calendar_assumed
UZS,2022-09-06,2022-09-06T18:30:00+03:00,3128,3129,2022-09-06,2022-09-07,0.00555788,0.00554197,2022-09-06T18:00:00+03:00,calendar_assumed
AMD,2022-09-07,2022-09-07T18:30:00+03:00,3129,3130,2022-09-07,2022-09-08,0.15033200000000002,0.15110200000000001,2022-09-07T18:00:00+03:00,calendar_assumed
KGS,2022-09-07,2022-09-07T18:30:00+03:00,3129,3130,2022-09-07,2022-09-08,0.750813,0.752203,2022-09-07T18:00:00+03:00,calendar_assumed
KZT,2022-09-07,2022-09-07T18:30:00+03:00,3130,3131,2022-09-07,2022-09-08,0.128757,0.129493,2022-09-07T18:00:00+03:00,calendar_assumed
TJS,2022-09-07,2022-09-07T18:30:00+03:00,3129,3130,2022-09-07,2022-09-08,5.93956,5.97253,2022-09-07T18:00:00+03:00,calendar_assumed
UZS,2022-09-07,2022-09-07T18:30:00+03:00,3129,3130,2022-09-07,2022-09-08,0.00554197,0.00557654,2022-09-07T18:00:00+03:00,calendar_assumed
AMD,2022-09-08,2022-09-08T18:30:00+03:00,3130,3131,2022-09-08,2022-09-09,0.15110200000000001,0.150085,2022-09-08T18:00:00+03:00,calendar_assumed
KGS,2022-09-08,2022-09-08T18:30:00+03:00,3130,3131,2022-09-08,2022-09-09,0.752203,0.742492,2022-09-08T18:00:00+03:00,calendar_assumed
KZT,2022-09-08,2022-09-08T18:30:00+03:00,3131,3132,2022-09-08,2022-09-09,0.129493,0.128516,2022-09-08T18:00:00+03:00,calendar_assumed
TJS,2022-09-08,2022-09-08T18:30:00+03:00,3130,3131,2022-09-08,2022-09-09,5.97253,5.93615,2022-09-08T18:00:00+03:00,calendar_assumed
UZS,2022-09-08,2022-09-08T18:30:00+03:00,3130,3131,2022-09-08,2022-09-09,0.00557654,0.00552856,2022-09-08T18:00:00+03:00,calendar_assumed
AMD,2022-09-09,2022-09-09T18:30:00+03:00,3131,3132,2022-09-09,2022-09-10,0.150085,0.14919000000000002,2022-09-09T18:00:00+03:00,calendar_assumed
KGS,2022-09-09,2022-09-09T18:30:00+03:00,3131,3132,2022-09-09,2022-09-10,0.742492,0.736774,2022-09-09T18:00:00+03:00,calendar_assumed
KZT,2022-09-09,2022-09-09T18:30:00+03:00,3132,3133,2022-09-09,2022-09-10,0.128516,0.12664899999999998,2022-09-09T18:00:00+03:00,calendar_assumed
TJS,2022-09-09,2022-09-09T18:30:00+03:00,3131,3132,2022-09-09,2022-09-10,5.93615,5.90379,2022-09-09T18:00:00+03:00,calendar_assumed
UZS,2022-09-09,2022-09-09T18:30:00+03:00,3131,3132,2022-09-09,2022-09-10,0.00552856,0.00550845,2022-09-09T18:00:00+03:00,calendar_assumed
AMD,2022-09-12,2022-09-12T18:30:00+03:00,3132,3133,2022-09-10,2022-09-13,0.14919000000000002,0.14910299999999999,2022-09-12T18:00:00+03:00,calendar_assumed
KGS,2022-09-12,2022-09-12T18:30:00+03:00,3132,3133,2022-09-10,2022-09-13,0.736774,0.737449,2022-09-12T18:00:00+03:00,calendar_assumed
KZT,2022-09-12,2022-09-12T18:30:00+03:00,3133,3134,2022-09-10,2022-09-13,0.12664899999999998,0.127721,2022-09-12T18:00:00+03:00,calendar_assumed
TJS,2022-09-12,2022-09-12T18:30:00+03:00,3132,3133,2022-09-10,2022-09-13,5.90379,5.90254,2022-09-12T18:00:00+03:00,calendar_assumed
UZS,2022-09-12,2022-09-12T18:30:00+03:00,3132,3133,2022-09-10,2022-09-13,0.00550845,0.0055186,2022-09-12T18:00:00+03:00,calendar_assumed
AMD,2022-09-13,2022-09-13T18:30:00+03:00,3133,3134,2022-09-13,2022-09-14,0.14910299999999999,0.148143,2022-09-13T18:00:00+03:00,calendar_assumed
KGS,2022-09-13,2022-09-13T18:30:00+03:00,3133,3134,2022-09-13,2022-09-14,0.737449,0.733621,2022-09-13T18:00:00+03:00,calendar_assumed
KZT,2022-09-13,2022-09-13T18:30:00+03:00,3134,3135,2022-09-13,2022-09-14,0.127721,0.127265,2022-09-13T18:00:00+03:00,calendar_assumed
TJS,2022-09-13,2022-09-13T18:30:00+03:00,3133,3134,2022-09-13,2022-09-14,5.90254,5.865,2022-09-13T18:00:00+03:00,calendar_assumed
UZS,2022-09-13,2022-09-13T18:30:00+03:00,3133,3134,2022-09-13,2022-09-14,0.0055186,0.00548548,2022-09-13T18:00:00+03:00,calendar_assumed
AMD,2022-09-14,2022-09-14T18:30:00+03:00,3134,3135,2022-09-14,2022-09-15,0.148143,0.146965,2022-09-14T18:00:00+03:00,calendar_assumed
KGS,2022-09-14,2022-09-14T18:30:00+03:00,3134,3135,2022-09-14,2022-09-15,0.733621,0.7313500000000001,2022-09-14T18:00:00+03:00,calendar_assumed
KZT,2022-09-14,2022-09-14T18:30:00+03:00,3135,3136,2022-09-14,2022-09-15,0.127265,0.126254,2022-09-14T18:00:00+03:00,calendar_assumed
TJS,2022-09-14,2022-09-14T18:30:00+03:00,3134,3135,2022-09-14,2022-09-15,5.865,5.8364400000000005,2022-09-14T18:00:00+03:00,calendar_assumed
UZS,2022-09-14,2022-09-14T18:30:00+03:00,3134,3135,2022-09-14,2022-09-15,0.00548548,0.00546388,2022-09-14T18:00:00+03:00,calendar_assumed
AMD,2022-09-15,2022-09-15T18:30:00+03:00,3135,3136,2022-09-15,2022-09-16,0.146965,0.145124,2022-09-15T18:00:00+03:00,calendar_assumed
KGS,2022-09-15,2022-09-15T18:30:00+03:00,3135,3136,2022-09-15,2022-09-16,0.7313500000000001,0.7362009999999999,2022-09-15T18:00:00+03:00,calendar_assumed
KZT,2022-09-15,2022-09-15T18:30:00+03:00,3136,3137,2022-09-15,2022-09-16,0.126254,0.125902,2022-09-15T18:00:00+03:00,calendar_assumed
TJS,2022-09-15,2022-09-15T18:30:00+03:00,3135,3136,2022-09-15,2022-09-16,5.8364400000000005,5.82679,2022-09-15T18:00:00+03:00,calendar_assumed
UZS,2022-09-15,2022-09-15T18:30:00+03:00,3135,3136,2022-09-15,2022-09-16,0.00546388,0.00546138,2022-09-15T18:00:00+03:00,calendar_assumed
AMD,2022-09-16,2022-09-16T18:30:00+03:00,3136,3137,2022-09-16,2022-09-17,0.145124,0.144317,2022-09-16T18:00:00+03:00,calendar_assumed
KGS,2022-09-16,2022-09-16T18:30:00+03:00,3136,3137,2022-09-16,2022-09-17,0.7362009999999999,0.7406619999999999,2022-09-16T18:00:00+03:00,calendar_assumed
KZT,2022-09-16,2022-09-16T18:30:00+03:00,3137,3138,2022-09-16,2022-09-17,0.125902,0.12659800000000002,2022-09-16T18:00:00+03:00,calendar_assumed
TJS,2022-09-16,2022-09-16T18:30:00+03:00,3136,3137,2022-09-16,2022-09-17,5.82679,5.86303,2022-09-16T18:00:00+03:00,calendar_assumed
UZS,2022-09-16,2022-09-16T18:30:00+03:00,3136,3137,2022-09-16,2022-09-17,0.00546138,0.0054823,2022-09-16T18:00:00+03:00,calendar_assumed
AMD,2022-09-19,2022-09-19T18:30:00+03:00,3137,3138,2022-09-17,2022-09-20,0.144317,0.143835,2022-09-19T18:00:00+03:00,calendar_assumed
KGS,2022-09-19,2022-09-19T18:30:00+03:00,3137,3138,2022-09-17,2022-09-20,0.7406619999999999,0.7423420000000001,2022-09-19T18:00:00+03:00,calendar_assumed
KZT,2022-09-19,2022-09-19T18:30:00+03:00,3138,3139,2022-09-17,2022-09-20,0.12659800000000002,0.126103,2022-09-19T18:00:00+03:00,calendar_assumed
TJS,2022-09-19,2022-09-19T18:30:00+03:00,3137,3138,2022-09-17,2022-09-20,5.86303,5.8774999999999995,2022-09-19T18:00:00+03:00,calendar_assumed
UZS,2022-09-19,2022-09-19T18:30:00+03:00,3137,3138,2022-09-17,2022-09-20,0.0054823,0.00548827,2022-09-19T18:00:00+03:00,calendar_assumed
AMD,2022-09-20,2022-09-20T18:30:00+03:00,3138,3139,2022-09-20,2022-09-21,0.143835,0.143606,2022-09-20T18:00:00+03:00,calendar_assumed
KGS,2022-09-20,2022-09-20T18:30:00+03:00,3138,3139,2022-09-20,2022-09-21,0.7423420000000001,0.7397320000000001,2022-09-20T18:00:00+03:00,calendar_assumed
KZT,2022-09-20,2022-09-20T18:30:00+03:00,3139,3140,2022-09-20,2022-09-21,0.126103,0.125677,2022-09-20T18:00:00+03:00,calendar_assumed
TJS,2022-09-20,2022-09-20T18:30:00+03:00,3138,3139,2022-09-20,2022-09-21,5.8774999999999995,5.8628100000000005,2022-09-20T18:00:00+03:00,calendar_assumed
UZS,2022-09-20,2022-09-20T18:30:00+03:00,3138,3139,2022-09-20,2022-09-21,0.00548827,0.0054662700000000005,2022-09-20T18:00:00+03:00,calendar_assumed
AMD,2022-09-21,2022-09-21T18:30:00+03:00,3139,3140,2022-09-21,2022-09-22,0.143606,0.145646,2022-09-21T18:00:00+03:00,calendar_assumed
KGS,2022-09-21,2022-09-21T18:30:00+03:00,3139,3140,2022-09-21,2022-09-22,0.7397320000000001,0.7496680000000001,2022-09-21T18:00:00+03:00,calendar_assumed
KZT,2022-09-21,2022-09-21T18:30:00+03:00,3140,3141,2022-09-21,2022-09-22,0.125677,0.127271,2022-09-21T18:00:00+03:00,calendar_assumed
TJS,2022-09-21,2022-09-21T18:30:00+03:00,3139,3140,2022-09-21,2022-09-22,5.8628100000000005,5.9464500000000005,2022-09-21T18:00:00+03:00,calendar_assumed
UZS,2022-09-21,2022-09-21T18:30:00+03:00,3139,3140,2022-09-21,2022-09-22,0.0054662700000000005,0.00555853,2022-09-21T18:00:00+03:00,calendar_assumed
AMD,2022-09-22,2022-09-22T18:30:00+03:00,3140,3141,2022-09-22,2022-09-23,0.145646,0.143125,2022-09-22T18:00:00+03:00,calendar_assumed
KGS,2022-09-22,2022-09-22T18:30:00+03:00,3140,3141,2022-09-22,2022-09-23,0.7496680000000001,0.7337940000000001,2022-09-22T18:00:00+03:00,calendar_assumed
KZT,2022-09-22,2022-09-22T18:30:00+03:00,3141,3142,2022-09-22,2022-09-23,0.127271,0.125242,2022-09-22T18:00:00+03:00,calendar_assumed
TJS,2022-09-22,2022-09-22T18:30:00+03:00,3140,3141,2022-09-22,2022-09-23,5.9464500000000005,5.84518,2022-09-22T18:00:00+03:00,calendar_assumed
UZS,2022-09-22,2022-09-22T18:30:00+03:00,3140,3141,2022-09-22,2022-09-23,0.00555853,0.00544916,2022-09-22T18:00:00+03:00,calendar_assumed
AMD,2022-09-23,2022-09-23T18:30:00+03:00,3141,3142,2022-09-23,2022-09-24,0.143125,0.139574,2022-09-23T18:00:00+03:00,calendar_assumed
