candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
cny50_hazard_hist_h5_urgent_cap2,AMD,182,0,2,0.08695652173913043,14
cny50_hazard_hist_h5_urgent_cap2,KGS,180,0,2,0.10144927536231885,14
cny50_hazard_hist_h5_urgent_cap2,KZT,178,0,2,0.11594202898550725,15
cny50_hazard_hist_h5_urgent_cap2,TJS,182,0,2,0.10144927536231885,16
cny50_hazard_hist_h5_urgent_cap2,UZS,181,0,2,0.10144927536231885,14
cny_hist50_urgent_cap2,AMD,179,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KGS,180,0,2,0.11594202898550725,14
cny_hist50_urgent_cap2,KZT,182,0,2,0.09420289855072464,14
cny_hist50_urgent_cap2,TJS,184,0,2,0.10144927536231885,15
cny_hist50_urgent_cap2,UZS,183,0,2,0.10869565217391304,15
cal_expanding_cny_urgent_cap2,AMD,186,0,2,0.07246376811594203,14
cal_expanding_cny_urgent_cap2,KGS,186,0,2,0.07246376811594203,14
cal_expanding_cny_urgent_cap2,KZT,186,0,2,0.07246376811594203,14
cal_expanding_cny_urgent_cap2,TJS,186,0,2,0.07246376811594203,14
cal_expanding_cny_urgent_cap2,UZS,186,0,2,0.07246376811594203,14
cal_expanding_hist_urgent_cap2,AMD,175,0,2,0.12318840579710146,19
cal_expanding_hist_urgent_cap2,KGS,174,0,2,0.10869565217391304,18
cal_expanding_hist_urgent_cap2,KZT,171,0,2,0.13768115942028986,22
cal_expanding_hist_urgent_cap2,TJS,180,0,2,0.11594202898550725,18
cal_expanding_hist_urgent_cap2,UZS,174,0,2,0.11594202898550725,18
cal_expanding_extra_urgent_cap2,AMD,173,0,2,0.13768115942028986,18
cal_expanding_extra_urgent_cap2,KGS,172,0,2,0.13768115942028986,18
cal_expanding_extra_urgent_cap2,KZT,174,0,2,0.13768115942028986,18
cal_expanding_extra_urgent_cap2,TJS,175,0,2,0.13043478260869565,28
cal_expanding_extra_urgent_cap2,UZS,168,0,2,0.15217391304347827,28
cal_expanding_survival_hist_urgent_cap2,AMD,171,0,2,0.13043478260869565,25
cal_expanding_survival_hist_urgent_cap2,KGS,172,0,2,0.13768115942028986,24
cal_expanding_survival_hist_urgent_cap2,KZT,173,0,2,0.13043478260869565,22
cal_expanding_survival_hist_urgent_cap2,TJS,178,0,2,0.13043478260869565,25
cal_expanding_survival_hist_urgent_cap2,UZS,170,0,2,0.16666666666666666,24
cal_expanding_survival_logit_urgent_cap2,AMD,147,2,2,0.2463768115942029,69
cal_expanding_survival_logit_urgent_cap2,KGS,147,2,2,0.2463768115942029,68
cal_expanding_survival_logit_urgent_cap2,KZT,155,1,2,0.21739130434782608,64
cal_expanding_survival_logit_urgent_cap2,TJS,150,2,2,0.21014492753623187,68
cal_expanding_survival_logit_urgent_cap2,UZS,150,2,2,0.21739130434782608,69
cal_expanding_survival_local_urgent_cap2,AMD,130,2,2,0.32608695652173914,47
cal_expanding_survival_local_urgent_cap2,KGS,146,1,2,0.2971014492753623,53
cal_expanding_survival_local_urgent_cap2,KZT,129,2,2,0.34057971014492755,49
cal_expanding_survival_local_urgent_cap2,TJS,127,4,2,0.34782608695652173,95
cal_expanding_survival_local_urgent_cap2,UZS,136,4,2,0.34057971014492755,96
equal_expanding_h5_urgent_cap2,AMD,178,0,2,0.11594202898550725,18
equal_expanding_h5_urgent_cap2,KGS,176,0,2,0.10869565217391304,18
equal_expanding_h5_urgent_cap2,KZT,178,0,2,0.10869565217391304,18
equal_expanding_h5_urgent_cap2,TJS,179,0,2,0.10869565217391304,18
equal_expanding_h5_urgent_cap2,UZS,175,0,2,0.13043478260869565,18
equal_expanding_mean_urgent_cap2,AMD,179,0,2,0.10869565217391304,18
equal_expanding_mean_urgent_cap2,KGS,175,0,2,0.10869565217391304,18
equal_expanding_mean_urgent_cap2,KZT,178,0,2,0.11594202898550725,15
equal_expanding_mean_urgent_cap2,TJS,179,0,2,0.09420289855072464,18
equal_expanding_mean_urgent_cap2,UZS,173,0,2,0.12318840579710146,18
cny50_probability_expanding_urgent_cap2,AMD,186,0,2,0.08695652173913043,14
cny50_probability_expanding_urgent_cap2,KGS,184,0,2,0.08695652173913043,14
cny50_probability_expanding_urgent_cap2,KZT,186,0,2,0.08695652173913043,14
cny50_probability_expanding_urgent_cap2,TJS,182,0,2,0.08695652173913043,15
cny50_probability_expanding_urgent_cap2,UZS,182,0,2,0.08695652173913043,15
cal_rolling365_cny_urgent_cap2,AMD,188,0,2,0.06521739130434782,17
cal_rolling365_cny_urgent_cap2,KGS,188,0,2,0.06521739130434782,17
cal_rolling365_cny_urgent_cap2,KZT,188,0,2,0.06521739130434782,17
cal_rolling365_cny_urgent_cap2,TJS,188,0,2,0.06521739130434782,17
cal_rolling365_cny_urgent_cap2,UZS,188,0,2,0.06521739130434782,17
cal_rolling365_hist_urgent_cap2,AMD,174,0,2,0.14492753623188406,24
cal_rolling365_hist_urgent_cap2,KGS,172,0,2,0.12318840579710146,18
cal_rolling365_hist_urgent_cap2,KZT,174,0,2,0.14492753623188406,27
cal_rolling365_hist_urgent_cap2,TJS,179,0,2,0.10869565217391304,18
cal_rolling365_hist_urgent_cap2,UZS,173,0,2,0.13043478260869565,18
cal_rolling365_extra_urgent_cap2,AMD,174,0,2,0.14492753623188406,18
cal_rolling365_extra_urgent_cap2,KGS,170,0,2,0.14492753623188406,28
cal_rolling365_extra_urgent_cap2,KZT,174,0,2,0.14492753623188406,28
cal_rolling365_extra_urgent_cap2,TJS,172,0,2,0.13768115942028986,28
cal_rolling365_extra_urgent_cap2,UZS,169,0,2,0.14492753623188406,28
cal_rolling365_survival_hist_urgent_cap2,AMD,174,0,2,0.13768115942028986,25
cal_rolling365_survival_hist_urgent_cap2,KGS,172,0,2,0.13043478260869565,24
cal_rolling365_survival_hist_urgent_cap2,KZT,172,0,2,0.13768115942028986,22
cal_rolling365_survival_hist_urgent_cap2,TJS,170,0,2,0.15942028985507245,28
cal_rolling365_survival_hist_urgent_cap2,UZS,167,0,2,0.15942028985507245,24
cal_rolling365_survival_logit_urgent_cap2,AMD,143,4,2,0.2753623188405797,68
cal_rolling365_survival_logit_urgent_cap2,KGS,141,5,2,0.2898550724637681,68
cal_rolling365_survival_logit_urgent_cap2,KZT,144,4,2,0.26811594202898553,68
cal_rolling365_survival_logit_urgent_cap2,TJS,147,4,2,0.2536231884057971,81
cal_rolling365_survival_logit_urgent_cap2,UZS,139,5,2,0.3115942028985507,68
cal_rolling365_survival_local_urgent_cap2,AMD,136,5,2,0.34782608695652173,71
cal_rolling365_survival_local_urgent_cap2,KGS,139,6,2,0.34057971014492755,126
cal_rolling365_survival_local_urgent_cap2,KZT,127,6,2,0.391304347826087,95
cal_rolling365_survival_local_urgent_cap2,TJS,140,5,2,0.32608695652173914,71
cal_rolling365_survival_local_urgent_cap2,UZS,137,5,2,0.3188405797101449,120
equal_rolling365_h5_urgent_cap2,AMD,175,0,2,0.10869565217391304,18
equal_rolling365_h5_urgent_cap2,KGS,172,0,2,0.11594202898550725,18
equal_rolling365_h5_urgent_cap2,KZT,174,0,2,0.15217391304347827,18
equal_rolling365_h5_urgent_cap2,TJS,177,0,2,0.10869565217391304,28
equal_rolling365_h5_urgent_cap2,UZS,170,0,2,0.13043478260869565,18
equal_rolling365_mean_urgent_cap2,AMD,177,0,2,0.10869565217391304,18
equal_rolling365_mean_urgent_cap2,KGS,174,0,2,0.11594202898550725,18
equal_rolling365_mean_urgent_cap2,KZT,176,0,2,0.14492753623188406,18
equal_rolling365_mean_urgent_cap2,TJS,179,0,2,0.10869565217391304,18
equal_rolling365_mean_urgent_cap2,UZS,172,0,2,0.13043478260869565,18
cny50_probability_rolling365_urgent_cap2,AMD,181,0,2,0.11594202898550725,18
cny50_probability_rolling365_urgent_cap2,KGS,180,0,2,0.11594202898550725,18
cny50_probability_rolling365_urgent_cap2,KZT,181,0,2,0.11594202898550725,18
cny50_probability_rolling365_urgent_cap2,TJS,181,0,2,0.10869565217391304,18
cny50_probability_rolling365_urgent_cap2,UZS,180,0,2,0.11594202898550725,18
cal_local365_cny_urgent_cap2,AMD,187,0,2,0.06521739130434782,17
cal_local365_cny_urgent_cap2,KGS,186,0,2,0.06521739130434782,17
cal_local365_cny_urgent_cap2,KZT,190,0,2,0.057971014492753624,14
cal_local365_cny_urgent_cap2,TJS,188,0,2,0.06521739130434782,17
cal_local365_cny_urgent_cap2,UZS,187,0,2,0.06521739130434782,17
cal_local365_hist_urgent_cap2,AMD,173,0,2,0.15942028985507245,26
cal_local365_hist_urgent_cap2,KGS,172,0,2,0.11594202898550725,18
cal_local365_hist_urgent_cap2,KZT,172,0,2,0.14492753623188406,27
cal_local365_hist_urgent_cap2,TJS,180,0,2,0.10869565217391304,18
cal_local365_hist_urgent_cap2,UZS,171,0,2,0.14492753623188406,18
cal_local365_extra_urgent_cap2,AMD,173,0,2,0.15217391304347827,18
cal_local365_extra_urgent_cap2,KGS,169,0,2,0.14492753623188406,28
cal_local365_extra_urgent_cap2,KZT,177,0,2,0.13043478260869565,18
cal_local365_extra_urgent_cap2,TJS,174,0,2,0.13043478260869565,28
cal_local365_extra_urgent_cap2,UZS,169,0,2,0.14492753623188406,27
cal_local365_survival_hist_urgent_cap2,AMD,175,0,2,0.13768115942028986,25
cal_local365_survival_hist_urgent_cap2,KGS,169,0,2,0.14492753623188406,24
cal_local365_survival_hist_urgent_cap2,KZT,171,0,2,0.13768115942028986,22
cal_local365_survival_hist_urgent_cap2,TJS,169,0,2,0.15942028985507245,28
cal_local365_survival_hist_urgent_cap2,UZS,169,0,2,0.15942028985507245,25
cal_local365_survival_logit_urgent_cap2,AMD,146,4,2,0.2753623188405797,71
cal_local365_survival_logit_urgent_cap2,KGS,140,5,2,0.2898550724637681,71
cal_local365_survival_logit_urgent_cap2,KZT,140,4,2,0.2608695652173913,95
cal_local365_survival_logit_urgent_cap2,TJS,144,5,2,0.2826086956521739,103
cal_local365_survival_logit_urgent_cap2,UZS,142,6,2,0.30434782608695654,126
cal_local365_survival_local_urgent_cap2,AMD,141,6,2,0.32608695652173914,126
cal_local365_survival_local_urgent_cap2,KGS,139,6,2,0.34782608695652173,126
cal_local365_survival_local_urgent_cap2,KZT,129,4,2,0.3695652173913043,89
cal_local365_survival_local_urgent_cap2,TJS,139,5,2,0.3188405797101449,92
cal_local365_survival_local_urgent_cap2,UZS,134,5,2,0.3188405797101449,119
equal_local365_h5_urgent_cap2,AMD,175,0,2,0.11594202898550725,18
equal_local365_h5_urgent_cap2,KGS,174,0,2,0.10869565217391304,18
equal_local365_h5_urgent_cap2,KZT,172,0,2,0.16666666666666666,22
equal_local365_h5_urgent_cap2,TJS,176,0,2,0.11594202898550725,28
equal_local365_h5_urgent_cap2,UZS,172,0,2,0.13768115942028986,28
equal_local365_mean_urgent_cap2,AMD,177,0,2,0.11594202898550725,18
equal_local365_mean_urgent_cap2,KGS,174,0,2,0.11594202898550725,18
equal_local365_mean_urgent_cap2,KZT,175,0,2,0.15942028985507245,22
equal_local365_mean_urgent_cap2,TJS,181,0,2,0.10869565217391304,18
equal_local365_mean_urgent_cap2,UZS,172,0,2,0.13043478260869565,18
cny50_probability_local365_urgent_cap2,AMD,183,0,2,0.10869565217391304,18
cny50_probability_local365_urgent_cap2,KGS,179,0,2,0.10144927536231885,18
cny50_probability_local365_urgent_cap2,KZT,180,0,2,0.10869565217391304,17
cny50_probability_local365_urgent_cap2,TJS,182,0,2,0.10869565217391304,18
cny50_probability_local365_urgent_cap2,UZS,178,0,2,0.11594202898550725,18
cal_isotonic_cny_urgent_cap2,AMD,186,0,2,0.07246376811594203,17
cal_isotonic_cny_urgent_cap2,KGS,186,0,2,0.07246376811594203,17
cal_isotonic_cny_urgent_cap2,KZT,186,0,2,0.07246376811594203,17
cal_isotonic_cny_urgent_cap2,TJS,186,0,2,0.07246376811594203,17
cal_isotonic_cny_urgent_cap2,UZS,186,0,2,0.07246376811594203,17
cal_isotonic_hist_urgent_cap2,AMD,175,0,2,0.11594202898550725,23
cal_isotonic_hist_urgent_cap2,KGS,172,0,2,0.11594202898550725,18
cal_isotonic_hist_urgent_cap2,KZT,173,0,2,0.13768115942028986,22
cal_isotonic_hist_urgent_cap2,TJS,181,0,2,0.10869565217391304,18
cal_isotonic_hist_urgent_cap2,UZS,175,0,2,0.13768115942028986,18
cal_isotonic_extra_urgent_cap2,AMD,174,0,2,0.15217391304347827,18
