candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
y20_hard100_coldstart_dual_month24_cap2,AMD,135,0,2,0.36231884057971014,37
y20_hard100_coldstart_dual_month24_cap2,KGS,130,0,2,0.37681159420289856,37
y20_hard100_coldstart_dual_month24_cap2,KZT,135,0,2,0.3333333333333333,41
y20_hard100_coldstart_dual_month24_cap2,TJS,135,0,2,0.36231884057971014,37
y20_hard100_coldstart_dual_month24_cap2,UZS,129,0,2,0.37681159420289856,43
known_next_not_lower_cd3,AMD,193,0,2,0.036231884057971016,13
known_next_not_lower_cd3,KGS,188,0,2,0.057971014492753624,18
known_next_not_lower_cd3,KZT,193,0,2,0.028985507246376812,18
known_next_not_lower_cd3,TJS,197,0,2,0.050724637681159424,17
known_next_not_lower_cd3,UZS,186,0,2,0.050724637681159424,17
y20_shrink100_coldstart_dual_month24_cap2,AMD,137,0,2,0.36231884057971014,37
y20_shrink100_coldstart_dual_month24_cap2,KGS,130,0,2,0.3695652173913043,37
y20_shrink100_coldstart_dual_month24_cap2,KZT,134,0,2,0.34057971014492755,41
y20_shrink100_coldstart_dual_month24_cap2,TJS,136,0,2,0.35507246376811596,37
y20_shrink100_coldstart_dual_month24_cap2,UZS,130,0,2,0.37681159420289856,43
y20_shrink200_coldstart_dual_month24_cap2,AMD,138,0,2,0.35507246376811596,37
y20_shrink200_coldstart_dual_month24_cap2,KGS,132,0,2,0.35507246376811596,36
y20_shrink200_coldstart_dual_month24_cap2,KZT,135,0,2,0.3333333333333333,39
y20_shrink200_coldstart_dual_month24_cap2,TJS,136,0,2,0.35507246376811596,37
y20_shrink200_coldstart_dual_month24_cap2,UZS,133,0,2,0.36231884057971014,43
mean_shrink100_coldstart_dual_month24_cap2,AMD,138,0,2,0.34782608695652173,37
mean_shrink100_coldstart_dual_month24_cap2,KGS,132,0,2,0.3695652173913043,37
mean_shrink100_coldstart_dual_month24_cap2,KZT,141,0,2,0.32608695652173914,41
mean_shrink100_coldstart_dual_month24_cap2,TJS,138,0,2,0.34782608695652173,37
mean_shrink100_coldstart_dual_month24_cap2,UZS,135,0,2,0.34782608695652173,43
future5_rank_shrink100_coldstart_dual_month24_cap2,AMD,141,0,2,0.3333333333333333,37
future5_rank_shrink100_coldstart_dual_month24_cap2,KGS,133,0,2,0.36231884057971014,37
future5_rank_shrink100_coldstart_dual_month24_cap2,KZT,141,0,2,0.3188405797101449,39
future5_rank_shrink100_coldstart_dual_month24_cap2,TJS,136,0,2,0.35507246376811596,37
future5_rank_shrink100_coldstart_dual_month24_cap2,UZS,137,0,2,0.36231884057971014,43
